project,exp-min,exp-1/4,exp-2/4,exp-3/4,exp-max,exp-avg,imp-min,imp-1/4,imp-2/4,imp-3/4,imp-max,imp-avg,i/e-min,i/e-1/4,i/e-2/4,i/e-3/4,i/e-max,i/e-avg
folium,0,1,4,8,42,6.40625,0,1,3,8,42,7.424242424,NA,1,0.75,1,1,1.158906135
formspree,0,0,0,1,2,0.428571429,0,0,0,1,2,0.4375,NA,NA,NA,1,1,1.020833333
freqtrade,0,0,1,2,35,2.050505051,0,0,1,3,35,3.057142857,NA,NA,1,1.5,1,1.490921886
full-stack-fastapi-postgresql,0,2,3,4,8,3.348837209,3,3,4,6,7,4.6,NA,1.5,1.333333333,1.5,0.875,1.373611111
gajim,0,0,0,1,23,1.471428571,0,0,0,2,23,1.740963855,NA,NA,NA,2,1,1.183179319
gallery-dl,0,1,4,7,110,8.699481865,0,2,4,10,98,9.379084967,NA,2,1,1.428571429,0.890909091,1.078119952
Games,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
GamestonkTerminal,0,1,2,3,27,2.607361963,0,2,3,5,16,4.217391304,NA,2,1.5,1.666666667,0.592592593,1.617493606
gensim,0,0,0,0,159,4.282576867,0,0,0,4.25,159,5.661214953,NA,NA,NA,NA,1,1.321917885
geopy,0,1,2,4,16,2.797619048,0,1,2,5,12,3.421052632,NA,1,1,1.25,0.75,1.222844345
ggpy,0,0,0,0,2,0.048076923,0,0,0,0,2,0.055555556,NA,NA,NA,NA,1,1.155555556
gitsome,0,0,0,0,10,0.134615385,0,0,0,0,10,0.16,NA,NA,NA,NA,1,1.188571429
gixy,0,0,0,1,2,0.617021277,0,0,1,1.75,2,0.884615385,NA,NA,NA,1.75,1,1.433687003
glance,0,1,3,7,48,6.38,0,1,2,7,48,6.13559322,NA,1,0.666666667,1,1,0.961691727
glances,0,1,3,9,59,7.771428571,0,1,3,9,59,7.885714286,NA,1,1,1,1,1.014705882
gluon-cv,0,1,3,8,129,8.757741348,0,1,3,9,81,8.581920904,NA,1,1,1.125,0.627906977,0.979923997
gmvault,0,0,0,0,2,0.2,0,0,0,0,2,0.259259259,NA,NA,NA,NA,1,1.296296296
Gooey,0,0,0,1,20,1.280373832,0,0,0,1.25,8,1.277777778,NA,NA,NA,1.25,0.4,0.997972425
google-api-python-client,0,1,2,5.25,67,6.355263158,1,3.5,6.5,12.25,67,15.25,NA,3.5,3.25,2.333333333,1,2.399585921
gpodder,0,1,1,3,29,2.829787234,0,1,1,3,29,2.897058824,NA,1,1,1,1,1.023772667
gradio,0,0,0,2,8,1.384615385,0,0,0,1,8,0.8,NA,NA,NA,0.5,1,0.577777778
graphene,0,1,6,9,31,5.859813084,0,2,7,11,24,7.188679245,NA,2,1.166666667,1.222222222,0.774193548,1.226776203
graphene-django,0,1,2,5,33,4.949494949,0,2,5,13.5,33,8.179487179,NA,2,2.5,2.7,1,1.652590267
great_expectations,0,3,8,23,222,19.17573222,0,4,12,35,222,25.75064935,NA,1.333333333,1.5,1.52173913,1,1.342876979
guake,0,1,2.5,7.25,68,7.678571429,0,0.75,2.5,7.5,68,8.3,NA,0.75,1,1.034482759,1,1.080930233
gunicorn,0,0,1.5,6.75,86,6.846153846,0,0,4,11.5,86,10.79487179,NA,NA,2.666666667,1.703703704,1,1.576779026
gym,0,0,5,8,59,7.243421053,0,0,5,11.25,59,8.5125,NA,NA,1,1.40625,1,1.17520436
h4cker,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
haipproxy,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
HanLP,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
haxor-news,0,0,1,1.25,105,3.775,0,0,1,3,7,1.7,NA,NA,1,2.4,0.066666667,0.450331126
healthchecks,0,0,1,3,87,3.069651741,0,0,1,3,87,3.179012346,NA,NA,1,1,1,1.035626388
home-assistant,0,1,4,10,347,21.1177226,0,1,4,12,319,21.50029744,NA,1,1,1.2,0.919308357,1.018116292
horizon,0,0,2,6,108,5.657631954,0,1,4,11,108,8.804804805,NA,NA,2,1.833333333,1,1.55627034
